DEBUG | 2018-04-16 15:44:47,771 | [bootstrap,,,] | restartedMain org.springframework.boot.logging.ClasspathLoggingApplicationListener | Application started with classpath: [file:/C:/Users/wangx/git/cxgmAPP/cxgm-parent/cxgm-framework/cxgm-eureka-register/target/classes/]
DEBUG | 2018-04-16 16:04:11,192 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ClassPathBeanDefinitionScanner | JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning
DEBUG | 2018-04-16 16:04:11,193 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ClassPathBeanDefinitionScanner | JSR-330 'javax.inject.Named' annotation found and supported for component scanning
DEBUG | 2018-04-16 16:04:11,216 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'context.initializer.classes' in any property source
DEBUG | 2018-04-16 16:04:11,217 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.config.name:application' in any property source
DEBUG | 2018-04-16 16:04:11,217 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Found key 'spring.config.name' in PropertySource 'bootstrap' with value of type String
DEBUG | 2018-04-16 16:04:11,217 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'vcap.application.name:bootstrap' in any property source
DEBUG | 2018-04-16 16:04:11,217 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'vcap.application.name' in any property source
DEBUG | 2018-04-16 16:04:11,217 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.application.name:bootstrap' in any property source
DEBUG | 2018-04-16 16:04:11,218 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Found key 'spring.application.name' in PropertySource 'defaultProperties' with value of type String
DEBUG | 2018-04-16 16:04:11,218 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'PORT:null' in any property source
DEBUG | 2018-04-16 16:04:11,218 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'PORT' in any property source
DEBUG | 2018-04-16 16:04:11,218 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'server.port:null' in any property source
DEBUG | 2018-04-16 16:04:11,218 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'server.port' in any property source
DEBUG | 2018-04-16 16:04:11,218 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.application.index:null' in any property source
DEBUG | 2018-04-16 16:04:11,218 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.application.index' in any property source
DEBUG | 2018-04-16 16:04:11,218 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'vcap.application.instance_index:null' in any property source
DEBUG | 2018-04-16 16:04:11,218 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'vcap.application.instance_index' in any property source
DEBUG | 2018-04-16 16:04:11,218 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.profiles.active' in any property source
DEBUG | 2018-04-16 16:04:11,219 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Registering scope 'restart' with implementation [org.springframework.boot.devtools.restart.RestartScopeInitializer$RestartScope@6b146272]
DEBUG | 2018-04-16 16:04:11,223 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,223 | [bootstrap,,,] | restartedMain org.springframework.boot.SpringApplication | Loading source class org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration,class org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration,class org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration,class org.springframework.boot.autoconfigure.PropertyPlaceholderAutoConfiguration,class org.springframework.cloud.netflix.eureka.config.EurekaDiscoveryClientConfigServiceBootstrapConfiguration,class org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration,class org.springframework.cloud.config.client.DiscoveryClientConfigServiceBootstrapConfiguration
DEBUG | 2018-04-16 16:04:11,234 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ClassPathBeanDefinitionScanner | JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning
DEBUG | 2018-04-16 16:04:11,234 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ClassPathBeanDefinitionScanner | JSR-330 'javax.inject.Named' annotation found and supported for component scanning
DEBUG | 2018-04-16 16:04:11,257 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,266 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,267 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,269 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
INFO | 2018-04-16 16:04:11,273 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.AnnotationConfigApplicationContext | Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@6ec2a61a: startup date [Mon Apr 16 16:04:11 CST 2018]; root of context hierarchy
DEBUG | 2018-04-16 16:04:11,273 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.AnnotationConfigApplicationContext | Bean factory for org.springframework.context.annotation.AnnotationConfigApplicationContext@6ec2a61a: org.springframework.beans.factory.support.DefaultListableBeanFactory@25eb524b: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.event.internalEventListenerProcessor,org.springframework.context.event.internalEventListenerFactory,propertySourceBootstrapConfiguration,encryptionBootstrapConfiguration,configurationPropertiesRebinderAutoConfiguration,propertyPlaceholderAutoConfiguration,configServiceBootstrapConfiguration]; root of factory hierarchy
DEBUG | 2018-04-16 16:04:11,286 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,286 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,292 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,301 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
DEBUG | 2018-04-16 16:04:11,301 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
DEBUG | 2018-04-16 16:04:11,301 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,302 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
DEBUG | 2018-04-16 16:04:11,308 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,337 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,349 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,349 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,350 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,370 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,382 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,384 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader | Registering bean definition for @Bean method org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration.environmentDecryptApplicationListener()
DEBUG | 2018-04-16 16:04:11,388 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.condition.BeanTypeRegistry'
DEBUG | 2018-04-16 16:04:11,388 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.boot.autoconfigure.condition.BeanTypeRegistry'
DEBUG | 2018-04-16 16:04:11,398 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.boot.autoconfigure.condition.BeanTypeRegistry' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,398 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.boot.autoconfigure.condition.BeanTypeRegistry'
DEBUG | 2018-04-16 16:04:11,401 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,401 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.condition.BeanTypeRegistry'
DEBUG | 2018-04-16 16:04:11,402 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,402 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader | Registering bean definition for @Bean method org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration.configurationPropertiesBeans()
DEBUG | 2018-04-16 16:04:11,403 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.condition.BeanTypeRegistry'
DEBUG | 2018-04-16 16:04:11,404 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,404 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader | Registering bean definition for @Bean method org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration.configurationPropertiesRebinder()
DEBUG | 2018-04-16 16:04:11,405 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader | Registered bean definition for imported class 'org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration'
DEBUG | 2018-04-16 16:04:11,407 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.condition.BeanTypeRegistry'
DEBUG | 2018-04-16 16:04:11,408 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,408 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader | Registering bean definition for @Bean method org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration.propertySourcesPlaceholderConfigurer()
DEBUG | 2018-04-16 16:04:11,408 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader | Registering bean definition for @Bean method org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration.configClientProperties()
DEBUG | 2018-04-16 16:04:11,409 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,410 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.condition.BeanTypeRegistry'
DEBUG | 2018-04-16 16:04:11,411 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'autoConfigurationReport'
DEBUG | 2018-04-16 16:04:11,411 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader | Registering bean definition for @Bean method org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration.configServicePropertySource()
DEBUG | 2018-04-16 16:04:11,494 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassEnhancer | Successfully enhanced org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration; enhanced class name is: org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration$$EnhancerBySpringCGLIB$$63384be0
DEBUG | 2018-04-16 16:04:11,494 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassPostProcessor | Replacing bean definition 'propertySourceBootstrapConfiguration' existing class 'org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration' with enhanced class 'org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration$$EnhancerBySpringCGLIB$$63384be0'
DEBUG | 2018-04-16 16:04:11,497 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassEnhancer | Successfully enhanced org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration; enhanced class name is: org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration$$EnhancerBySpringCGLIB$$bff48ed0
DEBUG | 2018-04-16 16:04:11,497 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassPostProcessor | Replacing bean definition 'encryptionBootstrapConfiguration' existing class 'org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration' with enhanced class 'org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration$$EnhancerBySpringCGLIB$$bff48ed0'
DEBUG | 2018-04-16 16:04:11,501 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassEnhancer | Successfully enhanced org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration; enhanced class name is: org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$cfa53074
DEBUG | 2018-04-16 16:04:11,502 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassPostProcessor | Replacing bean definition 'configurationPropertiesRebinderAutoConfiguration' existing class 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' with enhanced class 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$cfa53074'
DEBUG | 2018-04-16 16:04:11,504 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassEnhancer | Successfully enhanced org.springframework.boot.autoconfigure.PropertyPlaceholderAutoConfiguration; enhanced class name is: org.springframework.boot.autoconfigure.PropertyPlaceholderAutoConfiguration$$EnhancerBySpringCGLIB$$6b67d5f1
DEBUG | 2018-04-16 16:04:11,504 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassPostProcessor | Replacing bean definition 'propertyPlaceholderAutoConfiguration' existing class 'org.springframework.boot.autoconfigure.PropertyPlaceholderAutoConfiguration' with enhanced class 'org.springframework.boot.autoconfigure.PropertyPlaceholderAutoConfiguration$$EnhancerBySpringCGLIB$$6b67d5f1'
DEBUG | 2018-04-16 16:04:11,507 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassEnhancer | Successfully enhanced org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration; enhanced class name is: org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration$$EnhancerBySpringCGLIB$$c52ec800
DEBUG | 2018-04-16 16:04:11,507 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassPostProcessor | Replacing bean definition 'configServiceBootstrapConfiguration' existing class 'org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration' with enhanced class 'org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration$$EnhancerBySpringCGLIB$$c52ec800'
DEBUG | 2018-04-16 16:04:11,510 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassEnhancer | Successfully enhanced org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration; enhanced class name is: org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration$$EnhancerBySpringCGLIB$$b4419fb0
DEBUG | 2018-04-16 16:04:11,510 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.ConfigurationClassPostProcessor | Replacing bean definition 'org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration' existing class 'org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration' with enhanced class 'org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration$$EnhancerBySpringCGLIB$$b4419fb0'
DEBUG | 2018-04-16 16:04:11,511 | [bootstrap,,,] | restartedMain org.springframework.core.env.StandardEnvironment | Removing PropertySource 'applicationConfigurationProperties'
DEBUG | 2018-04-16 16:04:11,511 | [bootstrap,,,] | restartedMain org.springframework.core.env.StandardEnvironment | Removing PropertySource 'defaultProperties'
DEBUG | 2018-04-16 16:04:11,511 | [bootstrap,,,] | restartedMain org.springframework.core.env.StandardEnvironment | Adding PropertySource 'defaultProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,512 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'propertySourcesPlaceholderConfigurer'
DEBUG | 2018-04-16 16:04:11,512 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'propertySourcesPlaceholderConfigurer'
DEBUG | 2018-04-16 16:04:11,514 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'propertySourcesPlaceholderConfigurer' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,523 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'propertySourcesPlaceholderConfigurer'
DEBUG | 2018-04-16 16:04:11,524 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'environmentProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,524 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'localProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,525 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.store'
DEBUG | 2018-04-16 16:04:11,526 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.store'
DEBUG | 2018-04-16 16:04:11,526 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.store' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,529 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.store'
DEBUG | 2018-04-16 16:04:11,531 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,531 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
INFO | 2018-04-16 16:04:11,532 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor | JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
DEBUG | 2018-04-16 16:04:11,532 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,538 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,538 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.annotation.internalRequiredAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,538 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.context.annotation.internalRequiredAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,539 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.context.annotation.internalRequiredAnnotationProcessor' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,544 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.context.annotation.internalRequiredAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,544 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,544 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,547 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor' to allow for resolving potential circular references
DEBUG | 2018-04-16 16:04:11,552 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
DEBUG | 2018-04-16 16:04:11,552 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
DEBUG | 2018-04-16 16:04:11,552 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
DEBUG | 2018-04-16 16:04:11,552 | [bootstrap,,,] | restartedMain org.springframework.core.env.StandardEnvironment | Adding PropertySource 'systemProperties' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,552 | [bootstrap,,,] | restartedMain org.springframework.core.env.StandardEnvironment | Adding PropertySource 'systemEnvironment' with lowest search precedence
DEBUG | 2018-04-16 16:04:11,552 | [bootstrap,,,] | restartedMain org.springframework.core.env.StandardEnvironment | Initialized StandardEnvironment with PropertySources [MapPropertySource@1416769400 {name='systemProperties', properties={java.runtime.name=Java(TM) SE Runtime Environment, sun.boot.library.path=C:\Program Files\Java\jdk1.8.0_151\jre\bin, java.vm.version=25.151-b12, java.vm.vendor=Oracle Corporation, java.vendor.url=http://java.oracle.com/, path.separator=;, java.vm.name=Java HotSpot(TM) 64-Bit Server VM, file.encoding.pkg=sun.io, user.country=CN, user.script=, sun.java.launcher=SUN_STANDARD, sun.os.patch.level=, PID=9900, java.vm.specification.name=Java Virtual Machine Specification, user.dir=C:\Users\wangx\git\cxgmAPP\cxgm-parent\cxgm-framework\cxgm-eureka-register, java.runtime.version=1.8.0_151-b12, java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment, org.jboss.logging.provider=slf4j, java.endorsed.dirs=C:\Program Files\Java\jdk1.8.0_151\jre\lib\endorsed, os.arch=amd64, java.io.tmpdir=C:\Users\wangx\AppData\Local\Temp\, line.separator=
